AV_factor,DD_factor,DP_rule,throughput,avgFT,avgTardi,avgLate,avgWIP,avgUti,Uti
1.1465622625505398,1.5997253267576237,2,515,89.51456310679612,0.0,-44.738113830028176,6.442909292481715,0.671559213012892,"[0.70847981 0.77916667 0.60833333 0.66464604 0.57492382 0.63061826
 0.65972222 0.77573805 0.64240472]"
0.5205508551643663,1.10237431440809,1,652,1591.8870059826618,1499.412241905752,1499.368719963627,252.17068361693572,0.8510772716156247,"[0.88421993 0.88599694 0.88571916 0.68460805 0.83321916 0.8540525
 0.88252472 0.87863583 0.87071916]"
0.954703121173643,1.291008601484656,2,618,94.34762478178955,0.00041633760599007005,-14.030249401097105,8.14988421283389,0.8069666344533571,"[0.84175452 0.83815647 0.83834521 0.77997509 0.72357314 0.74611233
 0.81476263 0.84234102 0.8376793 ]"
0.6318036375041961,1.686469820631247,1,651,1155.6347002140963,1014.8816179114085,1014.0334092836753,150.36293019029375,0.8502532873128683,"[0.88333971 0.8862122  0.88301776 0.78195082 0.84028415 0.74722222
 0.89023998 0.85458971 0.88542304]"
0.6864039488501045,1.210483856636619,3,651,951.1545460428588,849.7412265283168,849.5929051066188,113.98298868143847,0.8489405977834563,"[0.88455774 0.88257553 0.88243664 0.76729776 0.83333333 0.76396442
 0.87638889 0.90146442 0.84844663]"
0.5446972746982088,1.4723113748041778,3,652,1506.0820291609061,1382.9030023874602,1382.5162646988135,227.27303385427598,0.8494486520690189,"[0.88472222 0.88336279 0.8832239  0.78273043 0.82550821 0.75836279
 0.8875     0.87384154 0.86578598]"
0.965223903201149,1.3170926942047112,1,612,94.86993491012502,0.0,-15.662550015289977,8.10506572933033,0.7980979387072258,"[0.81649086 0.81620105 0.85746308 0.77185321 0.68472222 0.76828439
 0.85037373 0.77242701 0.8450659 ]"
1.1035206566590328,1.4713409108728042,3,535,89.57285858568403,0.0,-33.90977113055699,6.700208379690586,0.6979864871197875,"[0.7161223  0.78958963 0.67280363 0.71099808 0.59766474 0.63530363
 0.74032319 0.75       0.66907319]"
0.6805703597098729,1.3536636337538432,1,650,979.1458742493134,865.8346800552207,865.521431391452,118.02120331965997,0.8482097942979081,"[0.88293969 0.88288572 0.8819135  0.64027778 0.8603008  0.86177461
 0.90038572 0.86358016 0.85983016]"
1.37224863047575,1.6922971240694478,3,431,91.49419953596288,0.0,-50.56452424323113,5.496156307063506,0.5608642534422358,"[0.57728016 0.6356135  0.53611111 0.60416667 0.48045932 0.4794253
 0.74583333 0.51111111 0.47777778]"
